ID	GeneRef	Chr	Symbol	Average log fold-change
ILMN_1741264	NM_016071.2	7	MRPS33	-1.37
ILMN_1688103	NM_020248.2	1	CTNNBIP1	-1.37
ILMN_1671281	NM_021133.2	1	RNASEL	-1.37
ILMN_2082314	NM_005488.1	22	TOM1	-1.37
ILMN_1716895	NM_002947.3	7	RPA3	-1.37
ILMN_1772329	NM_017724.1	3	LRRFIP2	-1.37
ILMN_1673820	NM_139048.2	3	HLTF	-1.37
ILMN_2041293	NM_003129.3	8	SQLE	-1.37
ILMN_1670561	NM_153333.2	X	TCEAL8	-1.37
ILMN_1744963	NM_014584.1	14	ERO1L	-1.37
ILMN_1796146	NM_173359.3	3	EIF4E3	-1.37
ILMN_1795383	NM_173659.2	3	RPUSD3	-1.38
ILMN_1666632	NM_022553.4	6	VPS52	-1.38
ILMN_1775498	NM_182565.2	17	FAM100B	-1.38
ILMN_1657857	NM_016462.2	6	TMEM14C	-1.38
ILMN_1671392	NM_002236.4	2	KCNF1	-1.38
ILMN_1808634	NM_178454.3	1	TMEM77	-1.38
ILMN_2406468	NM_001002755.1	2	NFU1	-1.39
ILMN_2364674	NM_031472.2	11	TRPT1	-1.39
ILMN_2150187	NM_152387.2	2	KCTD18	-1.39
ILMN_1770940	NM_004360.2	16	CDH1	-1.39
ILMN_1845037				-1.39
ILMN_1794190	NM_020739.2	15	CCPG1	-1.39
ILMN_2052163	NM_018982.3	1	YIPF1	-1.39
ILMN_1659029	NM_001001794.2	22	FAM116B	-1.39
ILMN_1808636	NM_018078.2	4	LARP2	-1.39
ILMN_1754051	NM_024945.2	9	RMI1	-1.39
ILMN_1795639	NM_002412.2	10	MGMT	-1.39
ILMN_1759670	NM_014324.4	5	AMACR	-1.39
ILMN_1674135	NM_014636.1	9	RALGPS1	-1.39
ILMN_2363058	NM_207128.1	10	PAOX	-1.40
ILMN_1801766	NM_017918.3	4	CCDC109B	-1.40
ILMN_1805064	NR_002569.1	11	SCARNA9	-1.40
ILMN_1744534	NM_001001660.2	12	LYRM5	-1.40
ILMN_2374778	NM_001025249.1	15	DUT	-1.40
ILMN_1710136	NM_012080.3	X	HDHD1A	-1.40
ILMN_1748831	NM_015316.2	14	PPP1R13B	-1.40
ILMN_1783985	NM_182476.1	14	COQ6	-1.40
ILMN_1793831	NM_003789.3	16	TRADD	-1.40
ILMN_1801616	NM_001423.1	12	EMP1	-1.40
ILMN_2281128	NM_002814.2	X	PSMD10	-1.40
ILMN_1771957	NM_016219.2	9	MAN1B1	-1.40
ILMN_1790603	NM_022745.3	1	ATPAF1	-1.40
ILMN_1765520	NM_001005369.1	2	MTIF2	-1.41
ILMN_1656621	NM_014453.2	19	CHMP2A	-1.41
ILMN_1655921	NM_005513.1	3	GTF2E1	-1.41
ILMN_2339234	NM_006470.3	17	TRIM16	-1.41
ILMN_1708167	NM_178181.1	3	CDCP1	-1.41
ILMN_2408730	NM_014635.3	2	GCC2	-1.41
ILMN_2262044	NM_032789.1	8	PARP10	-1.41
ILMN_2358760	NM_002151.1	19	HPN	-1.42
ILMN_1797728	NM_002130.6	5	HMGCS1	-1.42
ILMN_1718520	NM_001031709.1	10	C10orf59	-1.42
ILMN_1665540	XM_001130364.1	1	LOC728417	-1.42
ILMN_1685540	NM_020859.1	4	SHRM	-1.42
ILMN_1748093	NM_002573.2	19	PAFAH1B3	-1.42
ILMN_1661492	NM_152285.2	9	ARRDC1	-1.42
ILMN_1780698	NM_001077268.1	15	ZFYVE19	-1.43
ILMN_2153373	NM_006726.1	4	LRBA	-1.43
ILMN_1688299	NM_013441.2	1	RCAN3	-1.43
ILMN_1810228	NM_003594.3	1	TTF2	-1.43
ILMN_1704014	XM_001134398.1	1	LOC730256	-1.43
ILMN_1683462	NM_000178.2	20	GSS	-1.44
ILMN_1672443	NM_000320.1	4	QDPR	-1.44
ILMN_1866887				-1.44
ILMN_1778687	NM_016321.1	15	RHCG	-1.44
ILMN_1788223	NM_031924.3	6	RSPH3	-1.44
ILMN_1724207	NM_002225.2	15	IVD	-1.44
ILMN_2149566	NM_032353.2	17	VPS25	-1.44
ILMN_1779832	XM_375081.3		LOC400214	-1.44
ILMN_1681628	NM_021994.2	7	ZNF277	-1.45
ILMN_1666305	NM_005192.2	14	CDKN3	-1.45
ILMN_2364110	NM_001005742.1	1	GBA	-1.45
ILMN_1789508	NM_012086.2	2	GTF3C3	-1.45
ILMN_2199389	NM_004624.2	3	VIPR1	-1.45
ILMN_1657632	NM_007167.2	1	ZMYM6	-1.45
ILMN_2401964	NM_007061.3	22	CDC42EP1	-1.45
ILMN_1747314	XM_933749.1	18	MYO5B	-1.45
ILMN_1810875	NM_004711.3	22	SYNGR1	-1.45
ILMN_1724941	NM_022842.3	3	CDCP1	-1.46
ILMN_2251184	NM_006817.3	12	ERP29	-1.46
ILMN_2364864	NM_005368.2	22	MB	-1.46
ILMN_1701918	NM_001007256.1	1	KLHDC9	-1.46
ILMN_1771264	NM_025165.2	15	ELL3	-1.46
ILMN_1750896	NM_017919.1	9	STX17	-1.46
ILMN_1704353	NM_001542.2	1	IGSF3	-1.46
ILMN_2360705	NM_203372.1	2	ACSL3	-1.46
ILMN_1677043	NM_003689.2	1	AKR7A2	-1.46
ILMN_1766797	NM_005125.1	11	CCS	-1.46
ILMN_1655974	NM_000283.1	4	PDE6B	-1.46
ILMN_2366445	NM_182507.2	12	KRT80	-1.46
ILMN_1731224	NM_031458.1	3	PARP9	-1.47
ILMN_2200503	NM_020202.2	3	NIT2	-1.47
ILMN_1707156	NM_017724.1	3	LRRFIP2	-1.47
ILMN_1778803	NM_019006.2	15	ZFAND6	-1.47
ILMN_1773613	NM_014352.2	11	POU2F3	-1.47
ILMN_2370976	NM_013451.2	10	FER1L3	-1.48
ILMN_2232166	NM_021825.3	11	CCDC90B	-1.48
ILMN_1701306	NM_199176.1	9	MRRF	-1.48
ILMN_1712197	NM_171829.1	3	KCNMB3	-1.48
ILMN_2210601	NM_021133.2	1	RNASEL	-1.48
ILMN_1743204	NM_004420.2	11	DUSP8	-1.48
ILMN_1771126	NM_001001523.1	1	RORC	-1.48
ILMN_1678729	NM_001037633.1	5	SIL1	-1.48
ILMN_1718946	NM_001110.2	15	ADAM10	-1.49
ILMN_1721087	NM_012435.1	19	SHC2	-1.49
ILMN_2096654	NM_017828.3	15	COMMD4	-1.49
ILMN_1809208	NM_020902.1	19	KIAA1543	-1.49
ILMN_1679614	NM_015705.4	22	SGSM3	-1.49
ILMN_1781374	NM_020127.1	1	TUFT1	-1.49
ILMN_1775743	NM_001731.1	12	BTG1	-1.49
ILMN_2108357	NM_052969.1	3	RPL39L	-1.49
ILMN_1803838	NM_032488.2	19	CNFN	-1.49
ILMN_1694780	NM_005258.2	15	GCHFR	-1.50
ILMN_1733562	NM_016020.1	6	TFB1M	-1.50
ILMN_1753819	NM_057178.3	17	RFFL	-1.50
ILMN_2273572	NM_206837.1	1	C1orf102	-1.50
ILMN_1750401	NM_001100408.1	17	C17orf62	-1.50
ILMN_1703142	NM_001005416.1	19	MARCH2	-1.50
ILMN_2055760	NM_030650.1	2	KIAA1715	-1.50
ILMN_1760011	NM_001003795.2	7	GTF2IRD2B	-1.50
ILMN_1760174	NM_020166.3	3	MCCC1	-1.50
ILMN_1666109	NM_005368.2	22	MB	-1.50
ILMN_1803564	NM_018982.3	1	YIPF1	-1.51
ILMN_1774949	NM_153682.2	21	PIGP	-1.51
ILMN_2183784	NM_017868.3	11	TTC12	-1.51
ILMN_1683857	NM_012435.1	19	SHC2	-1.51
ILMN_1712413	NM_052969.1	3	RPL39L	-1.51
ILMN_1749738	NM_031231.3	20	NECAB3	-1.51
ILMN_1653429	NM_012243.1	1	SLC35A3	-1.51
ILMN_1690392	NM_012071.2	10	COMMD3	-1.51
ILMN_1704154	NM_148957.2	13	TNFRSF19	-1.51
ILMN_1794046	NM_006554.3	2	MTX2	-1.51
ILMN_1815308	NM_001006946.1	2	SDC1	-1.52
ILMN_1799198	NM_023112.2	14	OTUB2	-1.52
ILMN_1759743	NM_138570.2	17	SLC38A10	-1.52
ILMN_2364088	NM_001042480.1	X	GEMIN8	-1.52
ILMN_1751596	NM_024503.1	1	HIVEP3	-1.52
ILMN_1775703	NM_024108.1	19	TRAPPC6A	-1.52
ILMN_2331205	NM_005198.3	22	CHKB	-1.52
ILMN_1722945	XM_938497.2		C6orf52	-1.52
ILMN_1700306	NM_001014446.1	4	OCIAD2	-1.52
ILMN_1678579	NM_000098.1	1	CPT2	-1.52
ILMN_1681310	XM_001127310.1		MFSD7	-1.52
ILMN_1807397	NM_002492.2	3	NDUFB5	-1.52
ILMN_2082865	NM_015993.1	16	PLLP	-1.52
ILMN_1735180	NM_015331.2	1	NCSTN	-1.52
ILMN_1659054	NM_005198.3	22	CHKB	-1.52
ILMN_1686082	NM_174891.3	14	C14orf79	-1.52
ILMN_1661220	NM_006470.3	17	TRIM16	-1.52
ILMN_1680925	NM_004252.2	17	SLC9A3R1	-1.53
ILMN_1680673	NM_152729.2	6	NT5DC1	-1.53
ILMN_2360307	NM_001037175.1	1	SUSD4	-1.53
ILMN_1695821	NM_005735.2	2	ACTR1B	-1.53
ILMN_1776102	NM_002814.2	X	PSMD10	-1.53
ILMN_1738237	NM_022460.3	2	HS1BP3	-1.53
ILMN_2116639	NM_006286.1	3	TFDP2	-1.53
ILMN_1769633	NM_001334.2	4	CTSO	-1.53
ILMN_2371055	NM_004428.2	1	EFNA1	-1.53
ILMN_2406532	NM_016946.3	1	F11R	-1.53
ILMN_2338268	NM_148916.2	7	ABHD11	-1.54
ILMN_1768751	NM_020744.2	2	MTA3	-1.54
ILMN_1755123	NM_001005742.1	1	GBA	-1.54
ILMN_1740762	NM_005310.2	17	GRB7	-1.54
ILMN_1803197	NM_175624.2	12	RAB3IP	-1.54
ILMN_1710523	NM_005603.3	18	ATP8B1	-1.54
ILMN_2105923	NM_031465.2	12	C12orf32	-1.54
ILMN_1671777	NM_004114.2	X	FGF13	-1.54
ILMN_1665964	NM_080491.1	11	GAB2	-1.54
ILMN_2404539	NM_001009923.1	20	C20orf30	-1.54
ILMN_1796682	NM_001003931.1	3	PARP3	-1.54
ILMN_1814917	NM_003260.3	19	TLE2	-1.54
ILMN_1709043	NM_018465.2	9	C9orf46	-1.54
ILMN_1804007	NM_001098622.1	19	NANOS3	-1.55
ILMN_1743299	NM_000318.2	8	PXMP3	-1.55
ILMN_1661595	NM_001024594.1	1	C1orf53	-1.55
ILMN_1770936	NM_032314.3	12	COQ5	-1.55
ILMN_1752111	NM_014140.2	2	SMARCAL1	-1.55
ILMN_1783712	NM_001012991.1	16	LOC400506	-1.55
ILMN_1786105	NM_000281.2	10	PCBD1	-1.55
ILMN_1763080	NM_005051.1	3	QARS	-1.55
ILMN_1751941	XM_001133059.1	17	LOC728772	-1.56
ILMN_1694305	NM_004595.2	X	SMS	-1.56
ILMN_1789123	NM_014264.3	4	PLK4	-1.56
ILMN_1753472	NM_182760.2	3	SUMF1	-1.56
ILMN_1801914	NM_003023.3	4	SH3BP2	-1.56
ILMN_1810431	XM_930677.1	1	LOC642299	-1.56
ILMN_1716913	NM_021210.3	17	TRAPPC1	-1.56
ILMN_1803772	NM_021173.2	11	POLD4	-1.56
ILMN_1704531	NM_012212.2	9	LTB4DH	-1.56
ILMN_2102960	NM_019600.1	15	KIAA1370	-1.56
ILMN_1657746	NM_004332.1	6	BPHL	-1.57
ILMN_1806198	NM_182607.3	X	VSIG1	-1.57
ILMN_1665065	NM_198941.1	20	SERINC3	-1.57
ILMN_1669366	NM_006531.3	13	IFT88	-1.57
ILMN_2154287	NM_032592.1	11	PHACS	-1.57
ILMN_2225318	NM_004595.2	X	SMS	-1.57
ILMN_2043845	NM_018439.1	18	IMPACT	-1.57
ILMN_1801130	NM_004809.3	15	STOML1	-1.57
ILMN_1654313	XM_001130291.1		LOC730995	-1.57
ILMN_1724194	NM_024663.3	20	NPEPL1	-1.57
ILMN_1692020	NM_005865.2	6	PRSS16	-1.58
ILMN_1699676	NM_138288.3	14	C14orf147	-1.58
ILMN_1744604	NM_000101.2	16	CYBA	-1.58
ILMN_1683827	NM_001005753.1	2	VPS24	-1.58
ILMN_1806030	NM_002705.4	16	PPL	-1.58
ILMN_1687213	NM_053279.1	8	C8orf13	-1.58
ILMN_1706687	NM_001007075.1	4	KLHL5	-1.58
ILMN_1691090	NM_002437.4	2	MPV17	-1.58
ILMN_1685928	NM_052844.3	9	WDR34	-1.58
ILMN_1678619	NM_015533.3	11	DAK	-1.59
ILMN_1783798	NM_001481.1	16	GAS8	-1.59
ILMN_1719972	NM_017514.2	X	PLXNA3	-1.59
ILMN_2372398	NM_001080.3	6	ALDH5A1	-1.59
ILMN_1881081				-1.59
ILMN_1806312	NM_001009924.1	20	C20orf30	-1.59
ILMN_2043615	NM_001039842.1	17	C17orf90	-1.59
ILMN_1733311	NM_004855.4	15	PIGB	-1.59
ILMN_1799015	NM_018663.1	12	PXMP2	-1.60
ILMN_1692352	NM_016123.1	12	IRAK4	-1.60
ILMN_2097954	NM_005726.2	12	TSFM	-1.60
ILMN_1795104	NM_000017.1	12	ACADS	-1.60
ILMN_1786065	NM_001048201.1	19	UHRF1	-1.60
ILMN_1755405	NM_014489.1	11	FRAG1	-1.60
ILMN_1734440	NM_022067.2	14	C14orf133	-1.60
ILMN_1748116	NM_001042479.1	X	GEMIN8	-1.60
ILMN_2302757	NM_003890.1	19	FCGBP	-1.60
ILMN_1674498	NM_199136.2	7	C7orf46	-1.60
ILMN_1795778	NM_001017973.1	5	P4HA2	-1.60
ILMN_1793371	NM_014647.2	16	KIAA0430	-1.60
ILMN_1655821	NM_001747.2	2	CAPG	-1.60
ILMN_1728934	NM_199413.1	15	PRC1	-1.60
ILMN_2165867	NM_001360.2	11	DHCR7	-1.61
ILMN_1764769	NM_014622.4	11	LOH11CR2A	-1.61
ILMN_1729433	NM_139248.2	3	LIPH	-1.61
ILMN_1765159	NM_153702.1	4	ELMOD2	-1.61
ILMN_2323944	NM_001042353.1	20	FAM110A	-1.61
ILMN_1784380	NM_138287.2	3	DTX3L	-1.61
ILMN_2397954	NM_005485.3	3	PARP3	-1.61
ILMN_1669928	NM_014448.2	1	ARHGEF16	-1.61
ILMN_1754179	NM_003917.2	14	AP1G2	-1.61
ILMN_1773741	NM_005113.2	14	GOLGA5	-1.61
ILMN_1711311	NM_001018111.2	7	PODXL	-1.61
ILMN_2345872	NM_001042470.1	7	SUMF2	-1.62
ILMN_2401927	NM_144596.2	14	TTC8	-1.62
ILMN_1696432	NM_005896.2	2	IDH1	-1.62
ILMN_1804150	NM_152740.2	7	HIBADH	-1.62
ILMN_2059294	NM_003729.1	1	RTCD1	-1.62
ILMN_1808769	NM_032705.2	1	C1orf97	-1.62
ILMN_1808305	NM_003729.2	1	RTCD1	-1.62
ILMN_2128967	NM_022761.2	11	C11orf1	-1.62
ILMN_1683175	NM_148178.1	9	C9orf23	-1.63
ILMN_1682935	NM_138794.2	1	LYPLAL1	-1.63
ILMN_1836309				-1.63
ILMN_1679133	NM_030666.2	6	SERPINB1	-1.63
ILMN_1807206	NM_138452.1	14	DHRS1	-1.63
ILMN_1898723				-1.64
ILMN_2337789	NM_001005415.1	19	MARCH2	-1.64
ILMN_1678353	NM_005766.2	13	FARP1	-1.64
ILMN_1651364	NM_032151.3	5	PCBD2	-1.64
ILMN_1771333	NM_198793.2	3	CD47	-1.64
ILMN_2359742	NM_001908.3	8	CTSB	-1.64
ILMN_1810915	NM_001441.1	1	FAAH	-1.64
ILMN_1811102	NM_138361.3	9	LRSAM1	-1.64
ILMN_1709814	NM_020677.2	16	NMRAL1	-1.64
ILMN_1730229	NM_032866.3	15	CGNL1	-1.64
ILMN_1678922	NM_022079.2	10	HERC4	-1.64
ILMN_1753584	NM_002273.2	12	KRT8	-1.64
ILMN_2242403	NM_080916.1	2	DGUOK	-1.64
ILMN_1687519	NM_003825.2	15	SNAP23	-1.65
ILMN_1671568	NM_018281.2	1	ECHDC2	-1.65
ILMN_1713688	NM_018180.2	10	DHX32	-1.65
ILMN_1715607	NM_014169.2	14	CHMP4A	-1.65
ILMN_1665291	NM_016118.3	7	NUB1	-1.65
ILMN_2223903	NM_000943.4	5	PPIC	-1.65
ILMN_1719835	NM_206837.1	1	C1orf102	-1.65
ILMN_1738675	NM_080548.3	12	PTPN6	-1.65
ILMN_1714765	XM_001131588.1		LOC389599	-1.65
ILMN_1812567	NM_022307.1	7	ICA1	-1.66
ILMN_2330371	NM_001042552.1	1	TATDN3	-1.66
ILMN_2407564	NR_003149.1	5	GPR98	-1.66
ILMN_2347807	NM_018261.3	4	EXOC1	-1.66
ILMN_2184064	NM_183376.1	15	ARRDC4	-1.66
ILMN_1796177	NM_202468.1	19	GIPC1	-1.66
ILMN_1724897	NM_021944.1	14	C14orf93	-1.66
ILMN_1811823	NM_030973.2	19	MED25	-1.66
ILMN_1755051	NM_018100.2		EFHC1	-1.66
ILMN_1701111	NM_019593.3	20	KIAA1434	-1.66
ILMN_1660021	NM_005817.3	19	M6PRBP1	-1.67
ILMN_1772241	NM_003129.3	8	SQLE	-1.67
ILMN_1770977	NM_001078650.1	11	TMEM134	-1.67
ILMN_1730998	NM_003270.2	X	TSPAN6	-1.67
ILMN_2109708	NM_001953.2	22	ECGF1	-1.67
ILMN_1675677	NM_032405.1	21	TMPRSS3	-1.67
ILMN_2122420	NM_000191.2	1	HMGCL	-1.67
ILMN_1772731	NM_005326.4	16	HAGH	-1.67
ILMN_1686562	NM_015254.2	8	KIF13B	-1.67
ILMN_2380494	NM_001157.2	10	ANXA11	-1.67
ILMN_1696330	NM_021927.1	4	GUF1	-1.67
ILMN_1726769	NM_018235.1	18	CNDP2	-1.67
ILMN_1772064	NM_017439.1	7	LOC54103	-1.68
ILMN_1738207	NM_145071.1	3	CISH	-1.68
ILMN_1766123	NM_002012.1	3	FHIT	-1.68
ILMN_2284706	NM_001040443.1	13	PHF11	-1.68
ILMN_1737475	NM_148912.2	7	ABHD11	-1.68
ILMN_1733374	XM_936354.2		LOC642197	-1.68
ILMN_1654516	NM_031925.1	7	TMEM120A	-1.69
ILMN_1800889	NM_014845.4	6	FIG4	-1.69
ILMN_1783469	XM_936354.2		LOC642197	-1.69
ILMN_1683026	NM_002801.2	16	PSMB10	-1.69
ILMN_1737644	NM_001083613.1	16	LOC124446	-1.69
ILMN_1725250	NM_178335.1	3	CCDC50	-1.69
ILMN_1672743	NM_199441.1	20	ZNF334	-1.69
ILMN_1762095	NM_001079669.1	13	TMTC4	-1.70
ILMN_1704195	NM_145059.2	16	FUK	-1.70
ILMN_1797342	NM_015033.2	9	FNBP1	-1.70
ILMN_1659688	NM_005567.2	17	LGALS3BP	-1.70
ILMN_1722820	NM_006855.2	22	KDELR3	-1.70
ILMN_2397602	NM_001005915.1	12	ERBB3	-1.70
ILMN_1683883	NM_000666.1	3	ACY1	-1.71
ILMN_1799467	NM_152703.2	7	SAMD9L	-1.71
ILMN_1769550	NM_144975.3	17	SLFN5	-1.71
ILMN_1678435	NM_024592.2	4	SRD5A3	-1.71
ILMN_1755954	NM_014912.3	10	CPEB3	-1.71
ILMN_1803392	NM_014604.2	17	TAX1BP3	-1.72
ILMN_2284744	NM_006895.2	2	HNMT	-1.72
ILMN_1730848	NM_199187.1	12	KRT18	-1.72
ILMN_1700887	NM_173533.2	1	TDRD5	-1.72
ILMN_1771003	NM_017815.1	14	C14orf94	-1.72
ILMN_1687495	NM_018964.3	21	SLC37A1	-1.72
ILMN_1809437	NM_001040456.1	7	RHBDD2	-1.72
ILMN_2107933	NM_152354.2	19	ZNF285A	-1.72
ILMN_2190084	NM_003761.2	2	VAMP8	-1.72
ILMN_2231911	NM_001698.1	9	AUH	-1.72
ILMN_1756439	NM_014766.3	7	SCRN1	-1.73
ILMN_1664051	NM_032970.2	3	SEC22C	-1.73
ILMN_1815626	NM_001360.1	11	DHCR7	-1.73
ILMN_2340721	NM_001078651.1	11	TMEM134	-1.73
ILMN_1793932	NM_139161.2	19	CRB3	-1.73
ILMN_2227533	NM_032750.1	3	ABHD14B	-1.74
ILMN_2409596	NM_025151.3	8	RAB11FIP1	-1.74
ILMN_1677385	NM_138436.2	8	C8orf40	-1.74
ILMN_1687303	NM_025247.4	12	ACAD10	-1.74
ILMN_2405254	NM_001030002.1	17	GRB7	-1.74
ILMN_1740960	NM_014067.2	11	MACROD1	-1.74
ILMN_1738784	NM_006243.2	1	PPP2R5A	-1.74
ILMN_2132458	NM_001305.3	7	CLDN4	-1.75
ILMN_1781536	NM_000137.1	15	FAH	-1.75
ILMN_2154115	NM_012455.2	2	PSD4	-1.75
ILMN_1814790	NM_012309.1	11	SHANK2	-1.75
ILMN_1664691	NM_014395.1	4	DAPP1	-1.75
ILMN_1802706	NM_174869.1	X	IDH3G	-1.75
ILMN_2225537	NM_012212.2	9	LTB4DH	-1.75
ILMN_2390162	NM_001040443.1	13	PHF11	-1.75
ILMN_1749834	XM_932890.2	1	LOC388588	-1.75
ILMN_1703650	NM_006058.3	5	TNIP1	-1.76
ILMN_1661778	NM_004923.3	11	MTL5	-1.76
ILMN_1804476	NM_205847.1	2	GMPPA	-1.76
ILMN_1737805	NM_017901.3	12	TPCN1	-1.76
ILMN_2189406	NM_182616.1	15	C15orf38	-1.76
ILMN_1738718	NM_007022.3	3	CYB561D2	-1.76
ILMN_1713901	NM_016657.1	22	KDELR3	-1.76
ILMN_1807455	NM_016029.1	14	DHRS7	-1.76
ILMN_1734366	NM_001001523.1	1	RORC	-1.76
ILMN_1729650	NM_000288.1	6	PEX7	-1.76
ILMN_1769720	NM_014393.1	8	STAU2	-1.77
ILMN_1725241	NM_015917.1	7	GSTK1	-1.77
ILMN_1761010	NM_000532.3	3	PCCB	-1.77
ILMN_1669032	NM_000943.4	5	PPIC	-1.77
ILMN_2374115	NM_001032280.2	6	TFAP2A	-1.77
ILMN_1670079	NM_145243.3	1	OMA1	-1.77
ILMN_1693538	NM_015690.2	2	STK36	-1.77
ILMN_1722726	NM_014715.2	11	RICS	-1.77
ILMN_1657550	NM_002461.1	16	MVD	-1.77
ILMN_2406410	NM_001040456.1	7	RHBDD2	-1.78
ILMN_1706571	NM_007001.1	9	SLC35D2	-1.78
ILMN_1749403	NM_178562.2	7	TSPAN33	-1.78
ILMN_1706413	NM_015997.2	1	C1orf66	-1.78
ILMN_1829989				-1.78
ILMN_1711888	NM_015198.2	7	COBL	-1.78
ILMN_2383435	NM_002814.2	X	PSMD10	-1.78
ILMN_2363591	NM_001007067.1	8	SDCBP	-1.78
ILMN_1815010	NM_016422.3	11	RNF141	-1.79
ILMN_1694070	NM_138389.1	4	FAM114A1	-1.79
ILMN_1720838	NM_001359.1	8	DECR1	-1.79
ILMN_1680501	NM_001003795.2	7	GTF2IRD2B	-1.79
ILMN_1806037	NM_003258.2		TK1	-1.79
ILMN_1791826	NM_020387.2	1	RAB25	-1.79
ILMN_1696360	NM_147780.2	8	CTSB	-1.79
ILMN_1733110	NM_003475.2	11	RASSF7	-1.79
ILMN_1651705	NM_001752.2	11	CAT	-1.80
ILMN_2259818	NM_033316.2	3	MFI2	-1.80
ILMN_2412380	NM_183422.1	13	TSC22D1	-1.80
ILMN_2095273	NM_020817.1	3	KIAA1407	-1.80
ILMN_1709750	NM_022486.3	9	SUSD1	-1.80
ILMN_1741768	NM_032405.1	21	TMPRSS3	-1.80
ILMN_1792726	NM_006862.3	1	TDRKH	-1.80
ILMN_2164081	NM_021633.2	1	KLHL12	-1.80
ILMN_1673752	NM_019118.2	1	C1orf91	-1.81
ILMN_2205882	NM_024677.3	4	NSUN7	-1.81
ILMN_1667551	NR_003504.1	6	GUSBL1	-1.81
ILMN_2408851	NM_181720.2	1	ARHGAP30	-1.81
ILMN_1758311	NM_001047160.1	10	NET1	-1.81
ILMN_1737992	NM_000755.2	9	CRAT	-1.81
ILMN_2317923	NM_178031.2	11	TMEM132A	-1.82
ILMN_1669631	NM_000824.2	4	GLRB	-1.82
ILMN_1788942	NM_153338.1	17	GGT6	-1.82
ILMN_1693340	NM_005052.2	17	RAC3	-1.82
ILMN_1685170	NM_001157.2	10	ANXA11	-1.82
ILMN_2406043	NM_001005753.1	2	VPS24	-1.82
ILMN_1665372	NM_021910.1	19	FXYD3	-1.83
ILMN_1784467	NM_024923.2	3	NUP210	-1.83
ILMN_1718309	NM_078470.2	10	COX15	-1.83
ILMN_1788250	NM_012317.2	X	LDOC1	-1.83
ILMN_1802096	NM_032548.2	3	ABTB1	-1.84
ILMN_1660544	NM_183376.1	15	ARRDC4	-1.84
ILMN_1802458	NM_001040196.1	1	AGTRAP	-1.84
ILMN_1652409	NM_001040428.2	14	SPATA7	-1.84
ILMN_2201533	NM_152766.2	17	C17orf61	-1.85
ILMN_2381257	NM_024422.2	18	DSC2	-1.85
ILMN_2152429	NM_207435.1	12	FLJ40142	-1.85
ILMN_1758323	NM_001099.2	3	ACPP	-1.85
ILMN_1792455	NM_015444.2	3	TMEM158	-1.86
ILMN_1805449	NM_018009.3	12	TAPBPL	-1.86
ILMN_1740426	NM_016084.3	17	RASD1	-1.86
ILMN_2089073	NM_006045.1	20	ATP9A	-1.87
ILMN_2209614	NM_001014440.2	22	LOC440836	-1.87
ILMN_1673892	NM_001039547.1	3	GK5	-1.87
ILMN_1700733	NM_019600.2	15	KIAA1370	-1.87
ILMN_1805636	NM_033419.3	17	PERLD1	-1.87
ILMN_1791306	NM_001001551.1	9	C9orf103	-1.87
ILMN_1769264	NM_022132.3	5	MCCC2	-1.88
ILMN_1762091	NM_024764.2	14	CATSPERB	-1.88
ILMN_2173294	NM_018271.2	2	FLJ10916	-1.88
ILMN_1912333				-1.88
ILMN_1714397	NM_015974.2	13	CRYL1	-1.89
ILMN_1654629	NM_032326.2	4	TMEM175	-1.89
ILMN_1803277	NM_005115.3	16	MVP	-1.89
ILMN_1800447	NM_001031835.1	16	PHKB	-1.90
ILMN_1751400	NM_003726.3	17	SKAP1	-1.90
ILMN_1729374	NM_001985.2	19	ETFB	-1.90
ILMN_1652128	NM_018368.2	6	LMBRD1	-1.91
ILMN_1658639	NM_181785.2	13	SLC46A3	-1.91
ILMN_2389528	NM_001039656.1	11	MTL5	-1.91
ILMN_1862521				-1.91
ILMN_1776723	NM_001040443.1	13	PHF11	-1.91
ILMN_1815303	XM_936354.2		LOC642197	-1.92
ILMN_1687556	NM_001017920.1	2	DAPL1	-1.92
ILMN_1771987	NM_020428.2	19	SLC44A2	-1.92
ILMN_1791511	NM_018487.2	7	TMEM176A	-1.93
ILMN_2373763	NM_033339.3	10	CASP7	-1.93
ILMN_1723020	NM_005921.1	5	MAP3K1	-1.93
ILMN_1707088	NM_024901.3	1	DENND2D	-1.93
ILMN_1719649	NM_014698.1	1	TMEM63A	-1.93
ILMN_1798659	NM_015439.2	6	CCDC28A	-1.93
ILMN_2344182	NM_032813.2	13	TMTC4	-1.93
ILMN_1669878	NM_000181.2	7	GUSB	-1.93
ILMN_1700159	NM_015469.1	9	NIPSNAP3A	-1.94
ILMN_1736242	NM_015432.2	16	PLEKHG4	-1.94
ILMN_1741054	NM_021095.1	2	SLC5A6	-1.94
ILMN_2142353	NM_024719.2	13	GRTP1	-1.94
ILMN_1690939	NM_001953.2	22	ECGF1	-1.94
ILMN_2344373	NM_017458.2	16	MVP	-1.94
ILMN_2392356	NM_175859.1	X	CTPS2	-1.94
ILMN_1804461	NM_001077186.1	19	MYH14	-1.95
ILMN_1660793	NM_152341.2	16	PAQR4	-1.95
ILMN_1795275	NM_019050.2	4	USP53	-1.95
ILMN_1811836	NM_016008.2	2	DYNC2LI1	-1.95
ILMN_1789436	NM_019049.1	1	C1orf218	-1.95
