ensembl_gene_id	hgnc_symbol	chromosome_name	start_position	end_position	gc	gene_short_name	mean_exprs	exprs_rank	n_cells_exprs	total_feature_exprs	pct_total_exprs	pct_dropout	total_feature_counts	log10_total_feature_counts	pct_total_counts	total_feature_tpm	log10_total_feature_tpm	pct_total_tpm	is_feature_control
TSKU	ENSG00000182704	TSKU	11	76782251	76798154	0.523767605633803	TSKU	0.0884757492737203	4950	75	105.197665886453	0.00254571771381298	93.6921783010933	236.197737252915	2.37511054176111	0.00179186640569484	14954.85	4.17481110073874	0.00132927136194905	FALSE
TSN	ENSG00000211460	TSN	2	121737103	121767853	0.500894279860818	TSN	0.548252430990121	11747	701	651.872140447254	0.0157748980559031	41.0428931875526	1353.69432393297	3.13184131114739	0.0102695284503846	99244.07	4.99670894238756	0.00882137233701889	FALSE
TSNARE1	ENSG00000171045	TSNARE1	8	142212080	142403240	0.554945831001093	TSNARE1	0.01935452298418	795	25	23.01252782819	0.000556888779215599	97.8973927670311	39.6902350345816	1.60949019842854	0.000301101947968477	2623.49	3.41904492233064	0.000233190578665765	FALSE
TSNAX	ENSG00000116918	TSNAX	1	231528653	231566524	0.405207013096747	TSNAX	0.490233440529703	11506	604	582.887560789817	0.0141055143777193	49.2010092514718	911.875431299146	2.96041151883729	0.00691775869882205	71805.83	4.8561657546913	0.00638250690845993	FALSE
TSPAN1	ENSG00000117472	TSPAN1	1	46175073	46185958	0.410343560536469	TSPAN1	0.143240943912376	6979	357	170.313482311815	0.00412147974167355	69.9747687132044	480.619587554753	2.6827041414432	0.00364612338320631	30288.09	4.48128622566315	0.00269217615991705	FALSE
TSPAN12	ENSG00000106025	TSPAN12	7	120787320	120858402	0.361830536133815	TSPAN12	0.0923050475582893	5121	75	109.750701546806	0.00265589832889138	93.6921783010933	256.9779136209	2.41158252610603	0.00194951101470452	14441.58	4.15964478185391	0.00128364903127054	FALSE
TSPAN13	ENSG00000106537	TSPAN13	7	16753535	16784536	0.397458228501387	TSPAN13	0.580538979446867	11857	675	690.260846562325	0.0167038807319349	43.2296047098402	1886.01930042036	3.27577634214861	0.0143079043187304	157986.46	5.19862261689788	0.0140427270653807	FALSE
TSPAN14	ENSG00000108219	TSPAN14	10	80454166	80533123	0.476265862863801	TSPAN14	0.214407460132968	8721	200	254.930470098099	0.00616915791857863	83.179142136249	323.401461726419	2.51108280243889	0.00245341984034195	30019.59	4.4774192232579	0.00266831036649997	FALSE
TSPAN15	ENSG00000099282	TSPAN15	10	69451473	69507669	0.383561400074737	TSPAN15	0.150039289080724	7194	341	178.396714716981	0.0043170889098552	71.3204373423045	510.51610060375	2.70885930822084	0.00387292723832772	27075.56	4.43259348763806	0.00240662838589041	FALSE
TSPAN17	ENSG00000048140	TSPAN17	5	176647387	176659054	0.402553993829277	TSPAN17	0.0568189946882815	3278	51	67.5577846843667	0.00163485613228898	95.7106812447435	99.7553701495106	2.00326820284437	0.000756773958283786	20736.21	4.31675032567351	0.00184315122574693	FALSE
TSPAN18	ENSG00000157570	TSPAN18	11	44726465	44932421	0.494967396106954	TSPAN18	0.0226927270409835	1005	28	26.9816524517294	0.000652939112436696	97.6450798990748	41.1850157557505	1.62515821564861	0.000312441799862464	2444.57	3.38838009822606	0.000217287160571974	FALSE
TSPAN3	ENSG00000140391	TSPAN3	15	77041404	77083984	0.350508442732674	TSPAN3	0.463630635680374	11363	645	551.256825823965	0.0133400703764198	45.7527333894029	1016.32995503512	3.00746183238227	0.00771018183624154	73706.8	4.8675134487507	0.00655147583699644	FALSE
TSPAN31	ENSG00000135452	TSPAN31	12	57738013	57750211	0.404377407984261	TSPAN31	0.519535168831141	11635	419	617.727315740227	0.0149486146554183	64.7603027754415	1207.16538554833	3.08212638885024	0.00915791626812047	108156.46	5.0340564796244	0.00961355579546355	FALSE
TSPAN32	ENSG00000064201	TSPAN32	11	2301997	2318200	0.476117008146137	TSPAN32	0.0196927226413946	816	18	23.4146472206182	0.000566619816988596	98.4861227922624	40.933405481803	1.62256013361507	0.000310533009361515	3611.14	3.55776457443471	0.000320978477616873	FALSE
TSPAN4	ENSG00000214063	TSPAN4	11	842808	867116	0.650129581636431	TSPAN4	0.383406566201623	10831	549	455.870407213729	0.0110317787098028	53.8267451640034	1108.67475219047	3.04519570488781	0.00841073697994386	79145.21	4.89843012304556	0.00703487237173516	FALSE
TSPAN5	ENSG00000168785	TSPAN5	4	98470367	98658629	0.349670407886839	TSPAN5	0.0599234542536583	3459	49	71.2489871075997	0.00172418092210168	95.878889823381	140.006522074501	2.14923920085012	0.00106213118889806	10072.47	4.0031790973922	0.000895297907708265	FALSE
TSPAN6	ENSG00000000003	TSPAN6	X	100627109	100639991	0.411317239773345	TSPAN6	0.581477576619455	11861	649	691.376838600532	0.0167308870412118	45.4163162321278	1892.40149585375	3.2772427158894	0.0143563215547491	134598.34	5.12904293035556	0.0119638591311769	FALSE
TSPAN7	ENSG00000156298	TSPAN7	X	38561370	38688920	0.393309342929495	TSPAN7	0.101743174955395	5520	36	120.972635021964	0.00292746209972425	96.9722455845248	709.65243385518	2.85165724775487	0.00538363479148438	46557.77	4.66800149850462	0.00413831702338777	FALSE
TSPAN9	ENSG00000011105	TSPAN9	12	3077355	3286564	0.504493093064385	TSPAN9	0.017795349465864	694	38	21.1586705149123	0.000512026591813203	96.8040370058873	26.4601714138775	1.43870324389377	0.000200734743680823	1573.56	3.19715921446283	0.000139866882269534	FALSE
TSPO	ENSG00000100300	TSPO	22	43151514	43163242	0.525023446159093	TSPO	1.18298225068467	12852	852	1406.56589606408	0.034038014884479	28.3431455004205	4804.62024141432	3.68174944820433	0.0364492806020965	322952.79	5.50914038553942	0.0287058643188361	FALSE
TSPYL1	ENSG00000189241	TSPYL1	6	116276578	116279903	0.365303668069753	TSPYL1	1.48174814869587	12992	1034	1761.79854879939	0.0426344228843404	13.0361648444071	3466.38708795729	3.54000232760387	0.0262970451973218	275408.78	5.43997935830514	0.0244798847252448	FALSE
TSPYL2	ENSG00000184205	TSPYL2	X	53082367	53088540	0.470683511499838	TSPYL2	0.376254041844749	10776	533	447.366055753407	0.0108259787238944	55.1724137931034	1121.35507741987	3.05013027560842	0.00850693370501037	82803.11	4.91805189362089	0.00736000714171771	FALSE
TSPYL4	ENSG00000187189	TSPYL4	6	116249961	116254140	0.378708133971292	TSPYL4	0.263760373103771	9585	514	313.611083620384	0.00758919206137351	56.7703952901598	629.51453639624	2.79969510360363	0.00477568482570663	40426.64	4.60667838974098	0.00359334763048937	FALSE
TSPYL5	ENSG00000180543	TSPYL5	8	97273474	97277964	0.46626586506346	TSPYL5	0.07974644506239	4525	89	94.8185231791817	0.00229454895240136	92.5147182506308	176.581536927369	2.2493978103875	0.00133960014844389	12882.59	4.11003689562834	0.00114507721272572	FALSE
TSR1	ENSG00000167721	TSR1	17	2322503	2337507	0.457914028657114	TSR1	0.310528293027034	10130	521	369.218140409143	0.0089348480537122	56.1816652649285	565.964689159751	2.7535560116608	0.00429357675102947	41452.96	4.61756602400574	0.00368457273700636	FALSE
TSR2	ENSG00000158526	TSR2	X	54440401	54445487	0.4590131708276	TSR2	0.479367008595919	11455	625	569.967373220547	0.0137928539200588	47.434819175778	1430.42557543585	3.15576877253381	0.0108516345849904	113559.71	5.05522809914193	0.0100938271112207	FALSE
TSR3	ENSG00000007520	TSR3	16	1349240	1351911	0.600673652694611	TSR3	0.0632442229696489	3651	39	75.1973811109125	0.0018197295872802	96.7199327165686	155.959611780835	2.19578791586634	0.00118315608034827	18995.07	4.27866376127625	0.00168838888850223	FALSE
TSSC1	ENSG00000032389	TSSC1	2	3188925	3377882	0.485896336752082	TSSC1	0.123763724033279	6339	316	147.155067875569	0.00356106059779438	73.4230445752733	330.274458946327	2.52018795333965	0.00250556044493885	19990.76	4.30085102946787	0.0017768914279713	FALSE
TSSC4	ENSG00000184281	TSSC4	11	2400488	2403878	0.624594514892362	TSSC4	0.313995941922056	10167	537	373.341174945325	0.00903462291054933	54.8359966358284	897.9754761555	2.95374784444111	0.00681230949785914	68265.3	4.83420636494149	0.00606780464564075	FALSE
TST	ENSG00000128311	TST	22	37010859	37020183	0.445361930294906	TST	0.0424485728772673	2368	227	50.4713531510708	0.0012213751766648	80.9083263246426	90.0906672428512	1.95947388331154	0.000683454642608376	5322.99	3.72623723107219	0.000473137354566657	FALSE
TSTA3	ENSG00000278243	TSTA3	CHR_HSCHR8_3_CTG7	143612618	143618048	NA	TSTA3	0.410075403562544	11046	609	487.579654835864	0.0117991226682751	48.780487804878	1127.85708354594	3.05263896251294	0.00855625986063926	84520.43	4.9269668361779	0.00751265222309949	FALSE
TSTD1	ENSG00000215845	TSTD1	1	161037631	161038990	0.543382352941177	TSTD1	0.837118094139973	12465	766	995.333413932427	0.0240864460408529	35.5761143818335	3251.3940806331	3.51220316197595	0.0246660441904366	222593.68	5.34751478050968	0.0197853809416244	FALSE
TSTD2	ENSG00000136925	TSTD2	9	97600080	97633575	0.42437903033198	TSTD2	0.105923644959033	5680	191	125.94321385629	0.00304774699844155	83.9360807401177	263.445580408852	2.42233631319623	0.00199857666188365	17816.05	4.25083579875931	0.00158359094528212	FALSE
TSTD3	ENSG00000228439	TSTD3	6	99520693	99531918	0.406288972029218	TSTD3	0.288436592831033	9891	638	342.951108876098	0.00829920232051568	46.3414634146341	277.939527061483	2.44551006022643	0.00210853205940286	63560.35	4.80319311275379	0.00564960216989527	FALSE
TTBK2	ENSG00000128881	TTBK2	15	42738734	42920809	0.423037632636921	TTBK2	0.020034161098207	838	20	23.8206175457681	0.000576444044924717	98.3179142136249	33.2587037228412	1.53477092615233	0.000252310435277812	4301.02	3.633672425082	0.000382298900568719	FALSE
TTC1	ENSG00000113312	TTC1	5	160009113	160065543	0.422959011890627	TTC1	0.446986392410335	11277	601	531.466820575889	0.0128611646279704	49.4533221194281	1281.42593118012	3.10803229104803	0.00972127889188551	99057.31	4.99589091435979	0.00880477205553445	FALSE
TTC12	ENSG00000149292	TTC12	11	113314529	113383544	0.453373130868205	TTC12	0.0644887837432382	3724	119	76.6771638707102	0.00185553940447023	89.9915895710681	144.96274545209	2.16424202352982	0.00109973057605863	8892.51	3.94907319772834	0.000790416411989793	FALSE
TTC13	ENSG00000143643	TTC13	1	230906243	230978875	0.451186099982102	TTC13	0.147564411368557	7113	282	175.454085117214	0.00424587911414164	76.282590412111	341.626573270168	2.53482104274233	0.00259168096635908	25248.66	4.40225553448961	0.00224424321645409	FALSE
TTC14	ENSG00000163728	TTC14	3	180602130	180617828	0.417415121982292	TTC14	0.2329364845913	9097	338	276.961480179055	0.00670229458224583	71.5727502102607	601.094453860547	2.77966462676062	0.00456008161233522	47988.08	4.68114242414052	0.00426545103821971	FALSE
TTC17	ENSG00000052841	TTC17	11	43358932	43494933	0.380714989485449	TTC17	0.342821220308771	10452	569	407.614430947129	0.00986401426803452	52.1446593776283	711.240947794704	2.8526269382937	0.00539568573149894	52412.39	4.71944224996554	0.00465870864892024	FALSE
TTC19	ENSG00000011295	TTC19	17	15999380	16045015	0.391094749758962	TTC19	0.324219658139597	10272	580	385.497173527981	0.00932879047273037	51.219512195122	669.342046501037	2.82629646091347	0.00507782818325641	44845.52	4.65172874830689	0.00398612259218336	FALSE
TTC21A	ENSG00000168026	TTC21A	3	39107704	39138903	0.399166666666667	TTC21A	0.0248880453563639	1149	28	29.5918859287167	0.000716105129891175	97.6450798990748	51.5016860310596	1.72017325049601	0.000390707134238477	4383.18	3.64188837654428	0.000389601744468707	FALSE
TTC21B	ENSG00000123607	TTC21B	2	165857475	165953843	0.370388817980886	TTC21B	0.117636444284467	6138	116	139.869732254231	0.00338476003270075	90.2439024390244	146.593644740354	2.16906765753026	0.00111210306395669	12861.56	4.10932741362924	0.00114320794778881	FALSE
TTC23	ENSG00000103852	TTC23	15	99136323	99251223	0.442694145394731	TTC23	0.0396574418662668	2159	38	47.1526983789913	0.00114106580698324	96.8040370058873	115.497340467354	2.06631601091108	0.000876197235153645	12211.56	4.08680671040993	0.00108543228402308	FALSE
TTC25	ENSG00000204815	TTC25	17	41930635	41965651	0.503041379901191	TTC25	0.0263402549264252	1256	23	31.3185631075195	0.00075788963758985	98.0656013456686	64.3190749673496	1.8150400257367	0.00048794366542112	4234.31	3.62688520365425	0.000376369339753624	FALSE
TTC26	ENSG00000105948	TTC26	7	139133744	139191986	0.491664234328589	TTC26	0.0838828862487317	4731	210	99.736751749742	0.00241356700748036	82.3380992430614	247.044962765903	2.39453041191973	0.00187415669017334	15895.2	4.2012933182657	0.00141285497029074	FALSE
TTC27	ENSG00000018699	TTC27	2	32628032	32821051	0.368759714019273	TTC27	0.143538828705036	6985	356	170.667667330288	0.00413005079757957	70.0588730025231	357.162600585855	2.55408023475931	0.00270954189825754	20025.95	4.30161481354573	0.00178001931352194	FALSE
TTC28	ENSG00000100154	TTC28	22	27978014	28679865	0.444902914004662	TTC28	0.038610244749686	2072	68	45.9075810073766	0.00111093474540515	94.2809083263246	44.6649213398119	1.65958271388987	0.000338841400398826	2956.07	3.47086160530187	0.000262752163673773	FALSE
TTC28-AS1	ENSG00000235954	TTC28-AS1	22	27919376	28008581	0.494226845727866	TTC28-AS1	0.107799203776945	5767	121	128.173253290788	0.00310171255787733	89.8233809924306	220.357761365148	2.34509475404905	0.00167169962937254	18419.6	4.2653037720305	0.00163723787122952	FALSE
TTC3	ENSG00000182670	TTC3	21	37073226	37203112	0.411372962652152	TTC3	0.689885620956694	12159	838	820.274003317509	0.0198501178027998	29.5206055508831	1350.74241018962	3.13089393976272	0.0102471343532576	118326.33	5.0730850649776	0.010517511164173	FALSE
TTC30A	ENSG00000197557	TTC30A	2	177612992	177618966	0.39347280334728	TTC30A	0.0556388478074298	3195	50	66.1545900430341	0.0016008996996603	95.7947855340622	128.242280484078	2.11140461255292	0.000972884147247597	7980.79	3.90210029735919	0.000709377599422887	FALSE
TTC30B	ENSG00000196659	TTC30B	2	177548998	177553014	0.411501120238984	TTC30B	0.041431453544742	2305	40	49.2619982646982	0.00119210954486031	96.6358284272498	109.805873693424	2.04456278245948	0.000833020072535812	6842.54	3.83528081001932	0.000608203523605443	FALSE
TTC31	ENSG00000115282	TTC31	2	74483073	74494886	0.485271711528695	TTC31	0.122652672170059	6303	258	145.8340272102	0.00352909223999709	78.3010933557611	275.054842934527	2.44099537053536	0.0020866479861757	18523.14	4.26773805460418	0.00164644109003921	FALSE
TTC32	ENSG00000183891	TTC32	2	19896643	19901986	0.486714071856287	TTC32	0.131093775747969	6575	312	155.870499364336	0.00377196858836163	73.7594617325484	391.509092398626	2.59384972154704	0.00297010461807258	26792.38	4.42802750355803	0.0023814577513286	FALSE
TTC33	ENSG00000113638	TTC33	5	40512333	40755975	0.38614694450487	TTC33	0.0782006427015084	4448	297	92.9805641720934	0.00225007149406443	75.0210260723297	124.583773972829	2.09893353009155	0.000945129626866637	7798.61	3.8920728874235	0.000693184414153902	FALSE
TTC36	ENSG00000172425	TTC36	11	118527472	118531197	0.591787439613527	TTC36	0.0517096417522734	2964	39	61.482764043453	0.00148784443267536	96.7199327165686	127.541318772226	2.10904275125014	0.000967566442862477	8024.53	3.90447372250681	0.000713265457166138	FALSE
TTC37	ENSG00000198677	TTC37	5	95463895	95555007	0.377201936057423	TTC37	0.199845510711584	8434	466	237.616312236073	0.0057501661282409	60.8074011774601	382.055624531976	2.58326184361152	0.00289838779434439	25473.73	4.40610958972924	0.00226424870667525	FALSE
TTC38	ENSG00000075234	TTC38	22	46267961	46294008	0.567913083538084	TTC38	0.0735980711254016	4203	67	87.5081065681024	0.00211764144304403	94.3650126156434	161.644072379676	2.21123823989141	0.00122628009203451	9992.03	3.99969719120499	0.000888147947103165	FALSE
TTC39A	ENSG00000085831	TTC39A	1	51287258	51345116	0.362761195319656	TTC39A	0.188553837878634	8200	438	224.190513237696	0.00542527019025353	63.1623212783852	575.710638834639	2.76095796310599	0.00436751242889469	35191.7	4.54645258738418	0.00312803665622205	FALSE
TTC39B	ENSG00000155158	TTC39B	9	15163622	15307360	0.400865457530663	TTC39B	0.0675989008202235	3899	58	80.3750930752458	0.00194502697818288	95.1219512195122	127.203937510457	2.10790136381621	0.000965006968093983	10013.5	4.00062927088754	0.000890056321720166	FALSE
TTC39C	ENSG00000168234	TTC39C	18	23992773	24135610	0.429724583094135	TTC39C	0.458186192678664	11332	462	544.783383094932	0.0131834171114848	61.1438183347351	587.908319995863	2.77004769000105	0.00446004767226482	61216.5	4.78687558990728	0.00544126757063789	FALSE
TTC4	ENSG00000243725	TTC4	1	54715822	54742657	0.536294529736175	TTC4	0.106730149035903	5718	281	126.902147203689	0.00307095258564035	76.3666947014298	274.45082752215	2.44004408143892	0.0020820657453018	19216.35	4.28369349989213	0.00170805750216081	FALSE
TTC5	ENSG00000136319	TTC5	14	20256558	20305994	0.375245261646135	TTC5	0.117835536244988	6145	80	140.106452595291	0.00339048851688696	93.2716568544996	359.716371682457	2.55716585390693	0.00272891556664682	23197.58	4.36546140225994	0.00206193166501316	FALSE
TTC7A	ENSG00000068724	TTC7A	2	46916157	47076137	0.415236809371113	TTC7A	0.0411799753121927	2289	44	48.9629906461971	0.00118487374752042	96.2994112699748	139.713775856967	2.14833661687894	0.00105991032887335	21185.06	4.32605019789256	0.00188304754371808	FALSE
TTC8	ENSG00000165533	TTC8	14	88824153	88881078	0.382707374486175	TTC8	0.0850013368131161	4787	96	101.066589470795	0.00244574824852268	91.9259882253995	259.794877569862	2.41629905690271	0.00197088134248541	14207.04	4.15253417110871	0.00126280179407113	FALSE
TTC9	ENSG00000133985	TTC9	14	70641787	70675360	0.424227080478942	TTC9	0.0125187170461768	390	28	14.8847545679042	0.000360201750200162	97.6450798990748	17.8036599523691	1.27424238875398	0.000135063868680949	1109.52	3.04552638441662	9.86203914789992e-05	FALSE
TTC9C	ENSG00000162222	TTC9C	11	62728069	62740293	0.422249488752556	TTC9C	0.179413103813606	7992	375	213.322180434378	0.00516226333450366	68.4608915054668	486.692037365467	2.68814566484629	0.00369219079664827	41200.51	4.61491313284504	0.00366213355805611	FALSE
TTF1	ENSG00000125482	TTF1	9	132375548	132406851	0.551207513416816	TTF1	0.155692023437596	7362	123	185.117815867302	0.00447973535367619	89.6551724137931	228.860553442764	2.36146444803299	0.00173620434332826	23090.31	4.36344857170596	0.00205239690277908	FALSE
TTF2	ENSG00000116830	TTF2	1	117060303	117107453	0.405442090305614	TTF2	0.121779760932356	6269	105	144.796135748572	0.00350397591582187	91.1690496215307	204.215964012302	2.3122111420771	0.00154924314549383	19571.18	4.29163920119414	0.00173959679258234	FALSE
TTI1	ENSG00000101407	TTI1	20	37983007	38033468	0.399785977567278	TTI1	0.157332058364895	7409	416	187.06781739586	0.00452692417095061	65.0126156433978	355.81560487981	2.55244383944006	0.00269932318751819	23619.85	4.37329552171389	0.00209946540276447	FALSE
TTI2	ENSG00000129696	TTI2	8	33473386	33513601	0.44909986075194	TTI2	0.137661534485407	6783	337	163.679564503149	0.00396094308018785	71.6568544995795	323.949712831848	2.51181615750374	0.00245757903656935	18430.69	4.26556515746678	0.001638223612939	FALSE
TTK	ENSG00000112742	TTK	6	80003887	80042527	0.401852954116094	TTK	0.0681917208227126	3936	41	81.0799560582053	0.00196208422148206	96.551724137931	230.434346750937	2.36442781225391	0.00174814360824765	18724.66	4.2724371336776	0.00166435332351932	FALSE
TTL	ENSG00000114999	TTL	2	112482154	112541739	0.433675695633202	TTL	0.0343294063638078	1807	39	40.8176641665675	0.000987761941576321	96.7199327165686	67.3989695400262	1.83504955893574	0.000511308663248985	6311.42	3.80019588716177	0.000560994584314284	FALSE
TTLL1	ENSG00000100271	TTLL1	22	43039644	43089428	0.52644370794416	TTLL1	0.100566042620209	5472	263	119.573024675429	0.00289359240478771	77.8805719091674	262.758136219279	2.4212058653129	0.00199336150544984	17711.51	4.2482801084464	0.00157429884083586	FALSE
TTLL12	ENSG00000100304	TTLL12	22	43166622	43187133	0.510676677067083	TTLL12	0.0353313162538292	1874	49	42.0089350258029	0.00101658995123557	95.878889823381	74.3541901658121	1.87710740682045	0.000564073039099871	3886.22	3.58963912053408	0.000345429138522529	FALSE
TTLL3	ENSG00000214021	TTLL3	3	9808086	9855138	0.494591205661701	TTLL3	0.0599842043157002	3461	89	71.3212189313676	0.0017259288870562	92.5147182506308	91.201792413501	1.96473936387062	0.000691883969192811	7059.25	3.84882007947931	0.000627465929904936	FALSE
TTLL4	ENSG00000135912	TTLL4	2	218710845	218755416	0.513349187830925	TTLL4	0.122603724151711	6299	300	145.775828016384	0.00352768385591007	74.7687132043734	276.432593662589	2.44315748203025	0.00209710001367498	16741.8	4.22382808943156	0.00148810555020469	FALSE
TTLL5	ENSG00000119685	TTLL5	14	75633625	75955078	0.464744566874265	TTLL5	0.151914497079779	7254	424	180.626337027857	0.00437104437516025	64.3397813288478	299.4265998286	2.47773838255101	0.0022715393951035	21471.88	4.33189029707835	0.00190854172199698	FALSE
TTN	ENSG00000155657	TTN	2	178525989	178830802	0.392275289192754	TTN	0.0204709055310442	877	55	24.3399066764116	0.000589010517073411	95.3742640874685	27.3232162183706	1.45214256775299	0.000207282058696481	2257.05	3.35373355427791	0.000200619326003745	FALSE
TTN-AS1	ENSG00000237298	TTN-AS1	2	178521183	178779963	0.392768402626159	TTN-AS1	0.0879927067642108	4927	102	104.623328342647	0.00253181910449826	91.421362489487	182.852725426582	2.26447007221931	0.00138717525278745	13515.06	4.13085011101134	0.0012012947112825	FALSE
TTPA	ENSG00000137561	TTPA	8	63048553	63086053	0.380736513692968	TTPA	0.0173373129233234	662	14	20.6140650658316	0.000498847480593564	98.8225399495374	12.7947890383568	1.13971506326551	9.70650816236863e-05	952.35	2.97925237090389	8.46502359804464e-05	FALSE
TTPAL	ENSG00000124120	TTPAL	20	44475886	44494603	0.477508280799231	TTPAL	0.264114787099126	9589	487	314.032481860861	0.00759938963521047	59.0412111017662	207.363928610544	2.31882253726995	0.00157312454281588	28193.07	4.45015777367062	0.00250595897360555	FALSE
TTTY15	ENSG00000233864	TTTY15	Y	12662334	12692233	0	TTTY15	0.00684202668029358	142	8	8.13516972286906	0.000196866018783499	99.32716568545	4.83471867394151	0.766019920998315	3.66776162785378e-05	607.85	2.78451031037297	5.4029134184611e-05	FALSE
TTYH1	ENSG00000275650	TTYH1	CHR_HSCHR19_4_CTG3_1	54423352	54444827	NA	TTYH1	0.148523376190448	7142	350	176.594294290442	0.00427347146293835	70.5634987384357	462.97083696026	2.66649068369008	0.00351223470306669	27409.31	4.43791394726982	0.0024362939670932	FALSE
TTYH3	ENSG00000136295	TTYH3	7	2631951	2664802	0.554669426518933	TTYH3	0.04672577210206	2633	84	55.5569430293493	0.00134444327070688	92.9352396972246	83.7206550883602	1.92798930522219	0.000635129832573138	48712.05	4.68764532227761	0.00432980157252197	FALSE
TUB	ENSG00000166402	TUB	11	8019244	8106112	0.474611196168944	TUB	0.0435095221796737	2434	54	51.732821871632	0.0012519019306597	95.4583683767872	69.1176345062984	1.84582725627814	0.000524346967728635	5305.06	3.72477215660025	0.000471543635103089	FALSE
TUBA1A	ENSG00000167552	TUBA1A	12	49184796	49189324	0.475380878781188	TUBA1A	1.60624130652579	13042	860	1909.82091345917	0.0462164715218228	27.6703111858705	16751.7517995545	4.22408615425071	0.127083780036464	982007.68	5.99211532654402	0.0872863777462179	FALSE
TUBA1B	ENSG00000123416	TUBA1B	12	49127782	49131397	0.448285398230089	TUBA1B	1.86225212531126	13120	962	2214.21777699508	0.0535826852206029	19.0916736753574	10314.010449683	4.01346967227401	0.0782451561463651	748016.8	5.87391193255671	0.0664879494275617	FALSE
TUBA1C	ENSG00000167553	TUBA1C	12	49188736	49274603	0.507744444962035	TUBA1C	0.6009554150025	11923	654	714.535988437972	0.0172913239813399	44.9957947855341	1978.2163686681	3.29649327403567	0.0150073387469264	147324.23	5.16827712777603	0.0130950079646533	FALSE
TUBA3D	ENSG00000075886	TUBA3D	2	131476093	131482934	0.413914060216311	TUBA3D	0.0850540430495646	4790	332	101.129257185932	0.00244726476803065	72.0773759461732	384.844063281884	2.58641182244588	0.00291954172146668	24307.61	4.38576012599312	0.00216059738816681	FALSE
TUBA3E	ENSG00000152086	TUBA3E	2	130191743	130198461	0.469861586545617	TUBA3E	0.0212677803980999	927	17	25.2873908933408	0.00061193904247623	98.5702270815812	41.8640481400826	1.63209318401517	0.00031759314183557	2861.31	3.45671666785792	0.000254329360753096	FALSE
TUBA3FP	ENSG00000161149	TUBA3FP	22	21008193	21014292	0.46344262295082	TUBA3FP	0.177836629376956	7944	524	211.447752329201	0.00511690334680423	55.9293523969722	157.967353368266	2.20130794376833	0.00119838740620124	29941.95	4.47629458510552	0.00266140928567725	FALSE
TUBA4A	ENSG00000127824	TUBA4A	2	219249711	219278170	0.564300773014758	TUBA4A	0.30155804007076	10038	423	358.552509644134	0.00867674646050024	64.4238856181665	1091.11080822568	3.03826670518147	0.00827749166816381	89164.66	4.95019762854697	0.00792545756299288	FALSE
TUBA4B	ENSG00000243910	TUBA4B	2	219253243	219272188	0.595376332735142	TUBA4B	0.000546050699254429	5	1	0.649254281413516	1.5711547504745e-05	99.9158957106812	0.616773331950615	0.208649137047198	4.67902625276798e-06	42.45	1.63798978078469	3.77319527208479e-06	FALSE
TUBB	ENSG00000224156	TUBB	CHR_HSCHR6_MHC_APD_CTG1	30784111	30789336	NA	TUBB	1.08948026340584	12761	852	1295.39203318954	0.0313476769416372	28.3431455004205	4596.67882757582	3.66253863020353	0.03487177508429	295153.29	5.47004909997391	0.0262348880652125	FALSE
TUBB2A	ENSG00000137267	TUBB2A	6	3153669	3157526	0.531104199066874	TUBB2A	0.377542354621583	10789	474	448.897859645062	0.0108630474199364	60.13456686291	1400.37716054696	3.14655503514325	0.0106236783572552	129027.46	5.11068551384747	0.0114686879161628	FALSE
TUBB2B	ENSG00000137285	TUBB2B	6	3224261	3231730	0.561311914323962	TUBB2B	0.288274108108748	9889	505	342.757914541301	0.00829452713845574	57.5273338940286	1272.516695299	3.10500464276544	0.00965369077414377	66408.71	4.82223158375225	0.00590278046165488	FALSE
TUBB3	ENSG00000258947	TUBB3	16	89921392	89938761	0.537190558434082	TUBB3	0.0848233719921442	4781	56	100.854989298659	0.0024406276567119	95.2901597981497	248.147654022074	2.39645680220318	0.00188252203456981	14062.03	4.14807890322347	0.00124991248791318	FALSE
TUBB4B	ENSG00000188229	TUBB4B	9	137241213	137243707	0.626052104208417	TUBB4B	0.82849093276173	12450	740	985.075719053697	0.0238382162409269	37.7628259041211	3829.24210169277	3.58322622569348	0.0290497714376851	264327.7	5.42214432005544	0.023494935875643	FALSE
TUBB6	ENSG00000176014	TUBB6	18	12307669	12344320	0.45607333842628	TUBB6	0.419613613547232	11095	557	498.920586507659	0.0120735661210337	53.1539108494533	1786.44749348894	3.25223329320154	0.0135525229257085	112438.57	5.05091917607642	0.00999417386864486	FALSE
TUBBP5	ENSG00000159247	TUBBP5	9	138150075	138177433	0.556343433605029	TUBBP5	0.0169068954971651	626	17	20.1022987461293	0.000486463055764165	98.5702270815812	37.4362697407386	1.58474123254429	0.00028400269572071	1905.96	3.28034158346999	0.000169412467862962	FALSE
TUBD1	ENSG00000108423	TUBD1	17	59859482	59892945	0.339827874731054	TUBD1	0.225607199783052	8954	175	268.246960542049	0.00649140865792082	85.2817493692178	443.6388403337	2.64800739674768	0.00336557641703473	40986.24	4.61264867476621	0.00364308803270983	FALSE
TUBE1	ENSG00000074935	TUBE1	6	112070777	112087529	0.408046320062078	TUBE1	0.230366405842418	9057	391	273.905656546635	0.0066283455617444	67.1152228763667	649.332565908265	2.81313550218587	0.00492603030201253	46917.66	4.67134560014179	0.00417030607513031	FALSE
